dataset,f1_score,recall_minority,precision_recall_auc,balanced_accuracy
dataset_1000_hypothyroid.csv,0.4814305364511692,0.0,0.9989811126880174,0.5
dataset_1002_ipums_la_98-small.csv,0.4715160075329567,0.0,0.9679968902440185,0.5
dataset_1014_analcatdata_dmft.csv,0.4376470588235294,0.0,0.22497340456960624,0.5
dataset_1016_vowel.csv,0.4715302491103203,0.0,0.9650397243070615,0.5
dataset_1018_ipums_la_99-small.csv,0.483852140077821,0.0,0.9867831752493091,0.5
dataset_1020_mfeat-karhunen.csv,0.47735191637630664,0.0,0.962942632067137,0.5
dataset_1021_page-blocks.csv,0.7811282804980941,0.3314285714285714,0.9984513029155451,0.6650321574741765
dataset_1022_mfeat-pixel.csv,0.47735191637630664,0.0,0.9793175935229637,0.5
dataset_1039_hiva_agnostic.csv,0.489738430583501,0.0,0.10856577481951771,0.5
dataset_1049_pc4.csv,0.4638036809815951,0.0,0.6363163128191993,0.5
dataset_1050_pc3.csv,0.4723788049605412,0.0,0.2846308152016204,0.5
dataset_1056_mc1.csv,0.4984098939929329,0.0,0.2338752495926433,0.5
dataset_311_oil_spill.csv,0.4900181488203267,0.0,0.336316700369513,0.5
dataset_38_sick.csv,0.48614266242616994,0.0,0.8409770716479517,0.5
dataset_958_segment.csv,0.46692307692307694,0.0,0.9839452904531802,0.5
dataset_962_mfeat-morphological.csv,0.47735191637630664,0.0,0.9647591821858922,0.5
dataset_966_analcatdata_halloffame.csv,0.07373271889400922,1.0,0.9098809452052085,0.5
dataset_971_mfeat-fourier.csv,0.47735191637630664,0.0,0.9807692307692307,0.5
dataset_976_JapaneseVowels.csv,0.4551422319474836,0.0,0.9894195981891547,0.5
dataset_978_mfeat-factors.csv,0.47735191637630664,0.0,0.9660661207875273,0.5
dataset_980_optdigits.csv,0.4729603000937793,0.0,0.9745592318300046,0.5
dataset_995_mfeat-zernike.csv,0.47735191637630664,0.0,0.9495338822025094,0.5
dataset_1004_synthetic_control.csv,0.45288753799392095,0.0,0.967741935483871,0.5
dataset_1013_analcatdata_challenger.csv,1.0,1.0,,1.0
dataset_1023_soybean.csv,0.46875,0.0,0.9332145728472867,0.5
dataset_1045_kc1-top5.csv,0.48809523809523814,0.0,0.1652046783625731,0.5
dataset_1059_ar1.csv,0.4857142857142857,0.0,0.17559523809523808,0.5
dataset_1061_ar4.csv,0.43859649122807015,0.0,0.4564357864357864,0.5
dataset_1064_ar6.csv,0.43396226415094347,0.0,0.3237581027525341,0.5
dataset_1065_kc3.csv,0.47509578544061304,0.0,0.382197508515494,0.5
dataset_450_analcatdata_lawsuit.csv,0.48026315789473684,0.0,0.6630952380952381,0.5
dataset_463_backache.csv,0.46,0.0,0.458034899822309,0.5
dataset_757_meta.csv,0.08670520231213873,1.0,0.9284312728393538,0.5
dataset_764_analcatdata_apnea3.csv,0.46640316205533594,0.0,0.9795059431787554,0.5
dataset_765_analcatdata_apnea2.csv,0.4559386973180077,0.0,0.9690375731324861,0.5
dataset_767_analcatdata_apnea1.csv,0.4600760456273764,0.0,0.9711524120211648,0.5
dataset_865_analcatdata_neavote.csv,0.4736842105263158,0.0,0.12102431881843648,0.5
dataset_867_visualizing_livestock.csv,0.4507042253521127,0.0,0.9139630150096748,0.5
dataset_875_analcatdata_chlamydia.csv,0.18918918918918917,1.0,0.7813064713545215,0.5
dataset_940_water-treatment.csv,0.45517241379310347,0.0,0.814418236983592,0.5
dataset_947_arsenic-male-bladder.csv,0.8839471855455178,0.6,0.984085401977374,0.8
dataset_949_arsenic-female-bladder.csv,0.6847933089939461,0.2222222222222222,0.9684480114028857,0.6043997017151379
dataset_950_arsenic-female-lung.csv,0.9306190278354798,0.75,0.9729676655255644,0.875
dataset_951_arsenic-male-lung.csv,1.0,1.0,0.9937888198757764,1.0
dataset_954_spectrometer.csv,0.4769736842105263,0.0,0.7883643264282363,0.5
dataset_968_analcatdata_birthday.csv,0.4603960396039604,0.0,0.600010516034228,0.5
dataset_984_analcatdata_draft.csv,0.48826291079812206,0.0,0.04573261293406318,0.5
dataset_987_collins.csv,0.4565217391304348,0.0,0.9583333333333333,0.5
